energy,counts,error
3.45703125,5.79730868030349,2.38929853976307
3.515625,13.0379900914999,2.43432060687588
3.57421875,10.8850818625929,2.48110241704119
3.6328125,9.15856222913991,2.52975040426154
3.69140625,9.6905119130371,2.58037981452842
3.75,10.2498557840653,2.63311563834427
3.80859375,10.0322756453313,2.68809366394615
3.8671875,8.16482894524802,2.74546166976133
3.92578125,6.22316629784235,2.80538077792355
3.984375,7.35755184736822,2.86802699464517
4.04296875,12.9528420764873,2.93359296802823
4.1015625,15.2169512418504,3.00228999969619
4.16015625,12.3739352032588,3.07435035367728
4.21875,8.77265854813261,3.15002991457316
4.27734375,15.0140778811808,3.22961125758404
4.3359375,13.972689474034,3.31340720592223
4.39453125,11.8711224081553,3.40176496715021
4.453125,15.9630564941269,3.49507095982532
4.51171875,18.1494663607207,3.59375646654453
4.5703125,9.39033727365788,3.69830428038471
4.62890625,19.938766363327,3.80925655054107
4.6875,22.9212027041774,3.92722408190671
4.74609375,15.5889491942732,4.05289740531292
4.8046875,23.2998255729352,4.18706001394582
4.86328125,30.2814626505359,4.33060426200768
4.921875,21.2142835292448,4.48455055042644
4.98046875,27.8082200195691,4.65007058966532
5.0390625,17.1060875104954,4.82851574214497
5.09765625,20.6870901402145,5.02145171999125
5.15625,24.1295344528147,5.23070126438087
5.21484375,26.3356996201556,5.45839688005666
5.2734375,37.4239001785335,5.70704626291701
5.33203125,34.1680124155805,5.97961375584472
5.390625,36.4099548241378,6.27962199670504
5.44921875,46.3701357145263,6.61127883476786
5.5078125,54.9030919869416,6.97963542953503
5.56640625,55.1454993185889,7.39078180434643
5.625,71.5073249472485,7.85208506585323
5.68359375,81.3079875831202,8.37247093484312
5.7421875,67.0939961569219,8.96273666261404
5.80078125,116.048545844764,9.63585328908532
5.859375,109.268008636514,10.4071477075744
5.91796875,126.168692635488,11.2941102217937
5.9765625,157.360600064175,12.3152757716857
6.03515625,187.946731933285,13.4870536382785
6.09375,211.154448105384,14.8164075742869
6.15234375,260.72306319738,16.2861139868329
6.2109375,344.856781439909,17.8296190311595
6.26953125,380.269163581631,19.2997214268388
6.328125,440.963287660003,20.4574160539892
6.38671875,421.220094454525,21.0322507174999
6.4453125,429.086986161606,20.8670507369002
6.50390625,397.287545218593,20.0324054183238
6.5625,330.198622375522,18.7779100388192
6.62109375,347.504339063813,17.3797299782851
6.6796875,273.630103742706,16.0373467769288
6.73828125,225.780438444928,14.859626948722
6.796875,196.401365999929,13.8928786841143
6.85546875,169.682546818357,13.1507739853013
6.9140625,178.039728698237,12.6339086378308
6.97265625,162.913431497642,12.3399933608195
7.03125,126.740767214672,12.2679885547576
7.08984375,152.48969328455,12.4183410974976
7.1484375,180.927289506635,12.7898203687217
7.20703125,155.399953090765,13.3718538508052
7.265625,214.376518811368,14.1300898080694
7.32421875,217.535410860019,14.9841891454727
7.3828125,252.775586045679,15.7859744267815
7.44140625,268.558063111599,16.3266059887412
7.5,269.631139618637,16.4095122060114
7.55859375,268.061297146405,15.9651401203424
7.6171875,249.493019973831,15.0953332760482
7.67578125,231.415508527629,13.9939299895593
7.734375,183.487396407222,12.8373976884802
7.79296875,159.682282982854,11.7358961930748
7.8515625,105.52293220374,10.7394765421851
7.91015625,105.156382711448,9.86102271975849
7.96875,81.0838371842921,9.09515807528411
8.02734375,70.5262065619314,8.42941462676749
8.0859375,54.9842800667966,7.84977945329834
8.14453125,47.8434787677648,7.34308315625275
8.203125,48.2004810261799,6.89782914070219
8.26171875,40.4036229603491,6.50432292521506
8.3203125,37.4163309295319,6.15452188924786
8.37890625,33.2057060340865,5.84179810383802
8.4375,34.0334834877323,5.56069637833829
8.49609375,27.5079012426423,5.30671842627631
8.5546875,14.5692438357882,5.07614139510005
8.61328125,27.1364487238054,4.86586968768183
8.671875,22.9052167214139,4.67331572509639
8.73046875,20.8678639627466,4.49630463298957
8.7890625,20.3415735989604,4.33299820207298
8.84765625,28.687772236214,4.1818341734869
8.90625,17.1210981767378,4.04147763410479
8.96484375,18.4674501466645,3.91078196246295
9.0234375,12.5659246549402,3.78875731165135
9.08203125,11.4602817923352,3.67454505365744
9.140625,14.0128416418239,3.56739695475207
9.19921875,12.9777210883805,3.46665812051536
9.2578125,16.4032956700714,3.37175295775007
9.31640625,7.52118559235414,3.28217356209314
9.375,21.4964780078422,3.19747006529813
9.43359375,15.1461680914765,3.11724257330715
9.4921875,8.51147748842728,3.04113440184551
9.55078125,6.954455758939,2.96882637533279
9.609375,9.2501728075711,2.90003200121241
9.66796875,10.6012513283789,2.83449336826289
9.7265625,4.97149807281728,2.77197764628449
9.78515625,9.08520331671715,2.71227408745177
9.84375,11.1741947832401,2.65519144788672
9.90234375,10.0631681559198,2.60055576263995
9.9609375,4.16141183450287,2.54820841904134
10.01953125,5.74202191367177,2.49800448289581
10.078125,8.49153735820535,2.44981123972057
10.13671875,6.57509205237748,2.40350691951001
10.1953125,12.990437683459,2.35897957866086
10.25390625,5.74315190761759,2.31612611691559
10.3125,6.94746379954079,2.27485141066562
10.37109375,6.54851342956185,2.23506754683824
10.4296875,6.82546076882734,2.19669314398423
10.48828125,6.44813472211109,2.15965274917724
10.546875,7.14801343226399,2.1238763010032
10.60546875,3.02229100970813,2.08929865031657
10.6640625,6.43214268221385,2.0558591316168
10.72265625,6.90395749253272,2.02350117889169
10.78125,4.1757944177949,1.99217198061529
10.83984375,5.84874622396431,1.96182216930187
10.8984375,7.66659671892971,1.93240554162535
10.95703125,7.9094090732973,1.90387880563283
11.015625,7.20871273016309,1.87620135202503
11.07421875,7.45430866707994,1.84933504685776
11.1328125,4.5949212242613,1.82324404334693
11.19140625,2.71537257629715,1.79789461074237
11.25,4.43513122731413,1.77325497848064
11.30859375,5.06003367588763,1.74929519403891
11.3671875,5.84202459688569,1.72598699309628
11.42578125,5.92322563738317,1.70330368076914
11.484375,3.98589075374065,1.68122002282691
11.54296875,2.76298983220391,1.65971214591695
11.6015625,4.19389873282431,1.63875744593413
11.66015625,4.94267346682802,1.61833450376462
11.71875,4.87464071313953,1.59842300771614
11.77734375,4.49325262783024,1.57900368201922
11.8359375,3.02972925367382,1.56005822084872
11.89453125,4.8389064509886,1.54156922737102
11.953125,3.86405762270969,1.52352015737291
12.01171875,3.2135938684403,1.50589526707237
12.0703125,5.55597845478486,1.48867956475145
12.12890625,1.8113942012979,1.47185876588603
12.1875,4.2637871227241,1.45541925147917
12.24609375,2.63237472021047,1.4393480293323
12.3046875,6.30454237567624,1.42363269801382
12.36328125,5.53228776284645,1.40826141330683
12.421875,1.99055792938096,1.39322285693777
12.48046875,6.93299302015026,1.37850620740604
12.5390625,1.67821006540617,1.36410111275033
12.59765625,3.4174943962514,1.34999766510248
12.65625,2.71644493227866,1.33618637689226
12.71484375,4.41075368374474,1.32265815857889
12.7734375,2.5360757470687,1.3094042977951
12.83203125,1.47678763772361,1.29641643979989
12.890625,5.57338106151758,1.28368656914422
12.94921875,3.74308791693154,1.2712069924624
13.0078125,3.20731517576125,1.2589703223086
13.06640625,4.4278114624482,1.24696946196482
13.125,4.6373909212254,1.23519759115227
13.18359375,3.61967961658036,1.22364815258389
13.2421875,2.74231836600744,1.21231483930025
13.30078125,4.40381448462381,1.20119158273575
13.359375,3.05966696052878,1.19027254146631
13.41796875,2.80156708912596,1.17955209059308
13.4765625,3.95113141627821,1.16902481172043
13.53515625,2.99494640460267,1.15868548348961
13.59375,2.63000158710178,1.14852907263203
13.65234375,4.09328326241402,1.13855072550922
13.7109375,3.38694156697364,1.12874576010845
13.76953125,3.02858449597794,1.11910965846563
13.828125,2.67647759332176,1.10963805948885
13.88671875,2.77058826065122,1.10032675215792
13.9453125,4.06359294665792,1.09117166907701
14.00390625,1.33140238900721,1.08216888035913
14.0625,4.22531879225469,1.07331458782237
14.12109375,4.51737071574582,1.06460511947965
14.1796875,3.64323244764678,1.05603692430451
14.23828125,3.6212828033885,1.047606567257
14.296875,3.28802892708492,1.03931072455451
14.35546875,5.12555480117136,1.03114617917356
14.4140625,3.96755253167328,1.02310981656945
14.47265625,2.72606865309058,1.01519862060141
14.53125,2.20894650678654,1.00740966965183
14.58984375,2.39963625363126,0.99974013292883
14.6484375,5.26646628664849,0.992187266942012
14.70703125,2.1819307055026,0.984748412142007
14.765625,3.34632018702137,0.977420989714964
14.82421875,4.97871813504114,0.970202498523635
14.8828125,1.38659851516551,0.963090512187276
14.94140625,2.72287754864901,0.956082676293015
15,2.71110107755754,0.949176705731818
